run_id,firm_id,rank,company,event_type,event_year,event_label,event_date_inferred,event_date_verified,event_date_final,event_date_precision,event_date_source,event_date_verification_status,relative_timepoint,target_year,target_date,target_date_precision,observation_is_future,snapshot_status,capture_source,requested_url,cdx_original_url,canonical_original_url,archive_timestamp,selected_capture_date,temporal_distance_days,temporal_fit_quality,temporal_fit_usable_default,event_snapshot_position,days_from_actual_event,days_between_selected_snapshots,adjacent_period_overlap_flag,homepage_available,relevant_subpages_available,subpage_only_observation,observation_scope,observation_recommendation,analysis_eligible,duplicate_capture_flag,duplicate_capture_winner_timepoint,wayback_replay_url,http_status,mime_type,digest,redirect_chain,selection_reason,fallback_attempts,failure_reason,event_year_precision_note,discovered_at
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,family_internal_succession,2024,Übernahme durch Sohn nach Tod der Mutter,,,2024-07-01,year,unverified_proxy: event_year=2024 mid-year,unverified_proxy,pre_pre_event,2020,2020-07-01,year,False,selected,wayback,https://www.bluemoon.de/,https://www.bluemoon.de/,https://www.bluemoon.de/,20201101073754.0,2020-11-01,123.0,moderate,True,before_event,-1338.0,,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20201101073754id_/https://www.bluemoon.de/,200.0,text/html,UJKZA74AUROG7X3A6VRTKNPEM5RH6ZDL,,closest_within_548d_later_homepage,"[""http://bluemoon.de/"", ""http://www.bluemoon.de/"", ""https://bluemoon.de/"", ""https://www.bluemoon.de/""]",,,2026-07-25T09:43:54.039811+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,family_internal_succession,2024,Übernahme durch Sohn nach Tod der Mutter,,,2024-07-01,year,unverified_proxy: event_year=2024 mid-year,unverified_proxy,pre_event,2022,2022-07-01,year,False,selected,wayback,https://www.bluemoon.de/,https://www.bluemoon.de/,https://www.bluemoon.de/,20220707114701.0,2022-07-07,6.0,high,True,before_event,-725.0,613.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20220707114701id_/https://www.bluemoon.de/,200.0,text/html,7ZPOWU7LMOWNDUXSHN2KTPCYBWOUVO3Q,,closest_within_548d_later_homepage,"[""http://bluemoon.de/"", ""http://www.bluemoon.de/"", ""https://bluemoon.de/"", ""https://www.bluemoon.de/""]",,,2026-07-25T09:43:54.040694+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,family_internal_succession,2024,Übernahme durch Sohn nach Tod der Mutter,,,2024-07-01,year,unverified_proxy: event_year=2024 mid-year,unverified_proxy,event,2024,2024-07-01,year,False,selected,wayback,https://www.bluemoon.de/,https://www.bluemoon.de/,https://www.bluemoon.de/,20250314235344.0,2025-03-14,256.0,low,True,after_event,256.0,981.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20250314235344id_/https://www.bluemoon.de/,200.0,text/html,HMTV2LAOGVS4YEQ765UZSHMKPZDFPVVE,,closest_within_548d_later_homepage,"[""http://bluemoon.de/"", ""http://www.bluemoon.de/"", ""https://bluemoon.de/"", ""https://www.bluemoon.de/""]",,Event target uses year-level precision (2024-07-01). Event date source: unverified_proxy: event_year=2024 mid-year,2026-07-25T09:43:54.041532+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,family_internal_succession,2024,Übernahme durch Sohn nach Tod der Mutter,,,2024-07-01,year,unverified_proxy: event_year=2024 mid-year,unverified_proxy,post_event,2026,2026-07-01,year,False,selected,wayback,https://www.bluemoon.de/,https://www.bluemoon.de/,https://www.bluemoon.de/,20260304002641.0,2026-03-04,119.0,moderate,True,after_event,611.0,355.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20260304002641id_/https://www.bluemoon.de/,200.0,text/html,64AJ5PJEZHUCRYIZ2AZV33K6RYD5D77W,,closest_within_548d_earlier_homepage,"[""http://bluemoon.de/"", ""http://www.bluemoon.de/"", ""https://bluemoon.de/"", ""https://www.bluemoon.de/""]",,,2026-07-25T09:43:54.042341+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,family_internal_succession,2024,Übernahme durch Sohn nach Tod der Mutter,,,2024-07-01,year,unverified_proxy: event_year=2024 mid-year,unverified_proxy,post_post_event,2028,2028-07-01,year,True,future_unavailable,wayback,,,,,,,,,unknown,,,False,False,False,False,unavailable,exclude,False,False,,,,,,,future_unavailable,,,,2026-07-25T09:43:54.042385+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,2,2,PETER-LACKE HOLDING GMBH,family_internal_succession,2015,Übernahme durch Sohn in 5. Generation,,,2015-07-01,year,unverified_proxy: event_year=2015 mid-year,unverified_proxy,pre_pre_event,2011,2011-07-01,year,False,selected,wayback,http://www.peter-lacke.de:80/,http://www.peter-lacke.de:80/,http://www.peter-lacke.de/,20110709094353.0,2011-07-09,8.0,high,True,before_event,-1453.0,,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20110709094353id_/http://www.peter-lacke.de:80/,200.0,text/html,GK5GT6YNV3AKRDHIGXWF4CYA6ZL5GLYU,,closest_within_548d_later_homepage,"[""http://peter-lacke.de/"", ""http://www.peter-lacke.de/"", ""https://peter-lacke.de/"", ""https://www.peter-lacke.de/""]",,,2026-07-25T09:43:54.044145+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,2,2,PETER-LACKE HOLDING GMBH,family_internal_succession,2015,Übernahme durch Sohn in 5. Generation,,,2015-07-01,year,unverified_proxy: event_year=2015 mid-year,unverified_proxy,pre_event,2013,2013-07-01,year,False,selected,wayback,http://www.peter-lacke.de:80/,http://www.peter-lacke.de:80/,http://www.peter-lacke.de/,20130703032151.0,2013-07-03,2.0,high,True,before_event,-728.0,725.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20130703032151id_/http://www.peter-lacke.de:80/,200.0,text/html,MMA3EUOIVMMZ6YMDFZVUVBKFVJVUFLNZ,,closest_within_548d_later_homepage,"[""http://peter-lacke.de/"", ""http://www.peter-lacke.de/"", ""https://peter-lacke.de/"", ""https://www.peter-lacke.de/""]",,,2026-07-25T09:43:54.044994+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,2,2,PETER-LACKE HOLDING GMBH,family_internal_succession,2015,Übernahme durch Sohn in 5. Generation,,,2015-07-01,year,unverified_proxy: event_year=2015 mid-year,unverified_proxy,event,2015,2015-07-01,year,False,selected,wayback,http://www.peter-lacke.de:80/,http://www.peter-lacke.de:80/,http://www.peter-lacke.de/,20150522040733.0,2015-05-22,40.0,high,True,before_event,-40.0,688.0,False,True,False,False,homepage_only,sensitivity_analysis,True,False,,https://web.archive.org/web/20150522040733id_/http://www.peter-lacke.de:80/,200.0,text/html,42JDHBAVLDFXMGT5ZLY7PJ5WAXTRJBOJ,,closest_within_548d_earlier_homepage,"[""http://peter-lacke.de/"", ""http://www.peter-lacke.de/"", ""https://peter-lacke.de/"", ""https://www.peter-lacke.de/""]",,Event target uses year-level precision (2015-07-01). Event date source: unverified_proxy: event_year=2015 mid-year,2026-07-25T09:43:54.045829+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,2,2,PETER-LACKE HOLDING GMBH,family_internal_succession,2015,Übernahme durch Sohn in 5. Generation,,,2015-07-01,year,unverified_proxy: event_year=2015 mid-year,unverified_proxy,post_event,2017,2017-07-01,year,False,beyond_tolerance,wayback,,,,,,,,,unknown,,,False,False,True,True,subpages_only,exclude,False,False,,,,,,,no_capture_within_tolerance,"[""http://peter-lacke.de/"", ""http://www.peter-lacke.de/"", ""https://peter-lacke.de/"", ""https://www.peter-lacke.de/""]",nearest_capture_exceeds_548_days,,2026-07-25T09:43:54.050893+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,2,2,PETER-LACKE HOLDING GMBH,family_internal_succession,2015,Übernahme durch Sohn in 5. Generation,,,2015-07-01,year,unverified_proxy: event_year=2015 mid-year,unverified_proxy,post_post_event,2019,2019-07-01,year,False,beyond_tolerance,wayback,,,,,,,,,unknown,,,False,False,True,True,subpages_only,exclude,False,False,,,,,,,no_capture_within_tolerance,"[""http://peter-lacke.de/"", ""http://www.peter-lacke.de/"", ""https://peter-lacke.de/"", ""https://www.peter-lacke.de/""]",nearest_capture_exceeds_548_days,,2026-07-25T09:43:54.056140+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,3,3,ANLAGENTECHNIK LEICHTLE GMBH,unclear_family_transition,2023,Übernahme unklar; geringe Text-/Informationsdichte,,,2023-07-01,year,unverified_proxy: event_year=2023 mid-year,unverified_proxy,pre_pre_event,2019,2019-07-01,year,False,selected,wayback,https://www.anlagentechnik-leichtle.de/,https://www.anlagentechnik-leichtle.de/,https://www.anlagentechnik-leichtle.de/,20190723051243.0,2019-07-23,22.0,high,True,before_event,-1439.0,,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20190723051243id_/https://www.anlagentechnik-leichtle.de/,200.0,text/html,YREBW7SD3WM3NLRYRLEX2V7VPDS446U2,,closest_within_548d_later_homepage,"[""http://anlagentechnik-leichtle.de/"", ""http://www.anlagentechnik-leichtle.de/"", ""https://anlagentechnik-leichtle.de/"", ""https://www.anlagentechnik-leichtle.de/""]",,,2026-07-25T09:43:54.059162+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,3,3,ANLAGENTECHNIK LEICHTLE GMBH,unclear_family_transition,2023,Übernahme unklar; geringe Text-/Informationsdichte,,,2023-07-01,year,unverified_proxy: event_year=2023 mid-year,unverified_proxy,pre_event,2021,2021-07-01,year,False,selected,wayback,https://www.anlagentechnik-leichtle.de/,https://www.anlagentechnik-leichtle.de/,https://www.anlagentechnik-leichtle.de/,20210623054251.0,2021-06-23,8.0,high,True,before_event,-738.0,701.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20210623054251id_/https://www.anlagentechnik-leichtle.de/,200.0,text/html,ROMVPXO3ENUME4URSIEFL6T7FOM7X4SP,,closest_within_548d_earlier_homepage,"[""http://anlagentechnik-leichtle.de/"", ""http://www.anlagentechnik-leichtle.de/"", ""https://anlagentechnik-leichtle.de/"", ""https://www.anlagentechnik-leichtle.de/""]",,,2026-07-25T09:43:54.060020+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,3,3,ANLAGENTECHNIK LEICHTLE GMBH,unclear_family_transition,2023,Übernahme unklar; geringe Text-/Informationsdichte,,,2023-07-01,year,unverified_proxy: event_year=2023 mid-year,unverified_proxy,event,2023,2023-07-01,year,False,selected,wayback,https://www.anlagentechnik-leichtle.de/,https://www.anlagentechnik-leichtle.de/,https://www.anlagentechnik-leichtle.de/,20230529054753.0,2023-05-29,33.0,high,True,before_event,-33.0,705.0,False,True,False,False,homepage_only,sensitivity_analysis,True,False,,https://web.archive.org/web/20230529054753id_/https://www.anlagentechnik-leichtle.de/,200.0,text/html,GWEJ6TZBJ2ITATVARS4JVEVA2HGK4UEG,,closest_within_548d_earlier_homepage,"[""http://anlagentechnik-leichtle.de/"", ""http://www.anlagentechnik-leichtle.de/"", ""https://anlagentechnik-leichtle.de/"", ""https://www.anlagentechnik-leichtle.de/""]",,Event target uses year-level precision (2023-07-01). Event date source: unverified_proxy: event_year=2023 mid-year,2026-07-25T09:43:54.060936+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,3,3,ANLAGENTECHNIK LEICHTLE GMBH,unclear_family_transition,2023,Übernahme unklar; geringe Text-/Informationsdichte,,,2023-07-01,year,unverified_proxy: event_year=2023 mid-year,unverified_proxy,post_event,2025,2025-07-01,year,False,selected,wayback,https://www.anlagentechnik-leichtle.de,https://www.anlagentechnik-leichtle.de,https://www.anlagentechnik-leichtle.de/,20250615044832.0,2025-06-15,16.0,high,True,after_event,715.0,748.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20250615044832id_/https://www.anlagentechnik-leichtle.de,200.0,text/html,VO3QOEVRGEOZW3YNAWCSF2XXQROGA3UO,,closest_within_548d_earlier_homepage,"[""http://anlagentechnik-leichtle.de/"", ""http://www.anlagentechnik-leichtle.de/"", ""https://anlagentechnik-leichtle.de/"", ""https://www.anlagentechnik-leichtle.de/""]",,,2026-07-25T09:43:54.061784+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,3,3,ANLAGENTECHNIK LEICHTLE GMBH,unclear_family_transition,2023,Übernahme unklar; geringe Text-/Informationsdichte,,,2023-07-01,year,unverified_proxy: event_year=2023 mid-year,unverified_proxy,post_post_event,2027,2027-07-01,year,True,future_unavailable,wayback,,,,,,,,,unknown,,,False,False,False,False,unavailable,exclude,False,False,,,,,,,future_unavailable,,,,2026-07-25T09:43:54.061832+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,4,4,MYRENNE GMBH,family_internal_succession,2012,Übergabe im April 2012 bestätigt,2012-04-15,2012-04-15,2012-04-15,month,event_label: Übergabe im April 2012 bestätigt,verified,pre_pre_event,2008,2008-07-01,year,False,selected,wayback,http://www.myrenne.com/,http://www.myrenne.com/,http://www.myrenne.com/,20080820062004.0,2008-08-20,50.0,high,True,before_event,-1334.0,,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20080820062004id_/http://www.myrenne.com/,200.0,text/html,XHRDKPZEIBCJVCK3WP42JGBSI6SFZ6M7,,closest_within_548d_later_homepage,"[""http://myrenne.com/"", ""http://www.myrenne.com/"", ""https://myrenne.com/"", ""https://www.myrenne.com/""]",,,2026-07-25T09:43:54.064225+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,4,4,MYRENNE GMBH,family_internal_succession,2012,Übergabe im April 2012 bestätigt,2012-04-15,2012-04-15,2012-04-15,month,event_label: Übergabe im April 2012 bestätigt,verified,pre_event,2010,2010-07-01,year,False,selected,wayback,http://www.myrenne.com:80/,http://www.myrenne.com:80/,http://www.myrenne.com/,20100427181748.0,2010-04-27,65.0,high,True,before_event,-719.0,615.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20100427181748id_/http://www.myrenne.com:80/,200.0,text/html,NDB4QLKSCIVAORAE3YQ5GFA77NIFHQ3Q,,closest_within_548d_earlier_homepage,"[""http://myrenne.com/"", ""http://www.myrenne.com/"", ""https://myrenne.com/"", ""https://www.myrenne.com/""]",,,2026-07-25T09:43:54.065542+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,4,4,MYRENNE GMBH,family_internal_succession,2012,Übergabe im April 2012 bestätigt,2012-04-15,2012-04-15,2012-04-15,month,event_label: Übergabe im April 2012 bestätigt,verified,event,2012,2012-04-15,month,False,event_unavailable,wayback,http://www.myrenne.com:80/,http://www.myrenne.com:80/,http://www.myrenne.com/,20110810103830.0,2011-08-10,249.0,low,True,before_event,-249.0,,False,True,True,True,subpages_only,exclude,False,False,,https://web.archive.org/web/20110810103830id_/http://www.myrenne.com:80/,200.0,text/html,CC7PXYZ6ATQNRQLVQXRTEU6EDVKGGYPR,,rejected_pre_event_capture_for_event_timepoint,"[""http://myrenne.com/"", ""http://www.myrenne.com/"", ""https://myrenne.com/"", ""https://www.myrenne.com/""]",closest_homepage_capture_2011-08-10_is_249d_before_event_2012-04-15,Event target uses month-level precision (2012-04-15). Event date source: event_label: Übergabe im April 2012 bestätigt,2026-07-25T09:43:54.068506+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,4,4,MYRENNE GMBH,family_internal_succession,2012,Übergabe im April 2012 bestätigt,2012-04-15,2012-04-15,2012-04-15,month,event_label: Übergabe im April 2012 bestätigt,verified,post_event,2014,2014-07-01,year,False,selected,wayback,http://myrenne.com/,http://myrenne.com/,http://myrenne.com/,20140517163035.0,2014-05-17,45.0,high,True,after_event,762.0,1481.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20140517163035id_/http://myrenne.com/,200.0,text/html,QTXAUEKBPENL4IABZ52F6QINQKQFAJ3A,,closest_within_548d_earlier_homepage,"[""http://myrenne.com/"", ""http://www.myrenne.com/"", ""https://myrenne.com/"", ""https://www.myrenne.com/""]",,,2026-07-25T09:43:54.070171+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,4,4,MYRENNE GMBH,family_internal_succession,2012,Übergabe im April 2012 bestätigt,2012-04-15,2012-04-15,2012-04-15,month,event_label: Übergabe im April 2012 bestätigt,verified,post_post_event,2016,2016-07-01,year,False,selected,wayback,http://www.myrenne.com/,http://www.myrenne.com/,http://www.myrenne.com/,20160801210455.0,2016-08-01,31.0,high,True,after_event,1569.0,807.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20160801210455id_/http://www.myrenne.com/,200.0,text/html,KDOFHURFNXXYO2XY2C6DQVFDLAGMQ7D2,,closest_within_548d_later_homepage,"[""http://myrenne.com/"", ""http://www.myrenne.com/"", ""https://myrenne.com/"", ""https://www.myrenne.com/""]",,,2026-07-25T09:43:54.071793+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,5,5,MSF-VATHAUER ANTRIEBSTECHNIK GMBH & CO. KG,family_internal_succession_or_management_entry,2006,Marc Vathauer tritt in die Geschäftsführung ein,,2006-01-01,2006-01-01,year,event_year; MSF-Vathauer management entry 2006 (exact day unknown),verified,pre_pre_event,2002,2002-07-01,year,False,selected,wayback,http://www.msf-technik.de:80/,http://www.msf-technik.de:80/,http://www.msf-technik.de/,20010723123022.0,2001-07-23,343.0,low,True,before_event,-1623.0,,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20010723123022id_/http://www.msf-technik.de:80/,200.0,text/html,PYLIXLSJZ5U5INKG5P4EGJZ5PNUEZERL,,closest_within_548d_earlier_homepage,"[""http://msf-technik.de/"", ""http://www.msf-technik.de/"", ""https://msf-technik.de/"", ""https://www.msf-technik.de/""]",,,2026-07-25T09:43:54.074126+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,5,5,MSF-VATHAUER ANTRIEBSTECHNIK GMBH & CO. KG,family_internal_succession_or_management_entry,2006,Marc Vathauer tritt in die Geschäftsführung ein,,2006-01-01,2006-01-01,year,event_year; MSF-Vathauer management entry 2006 (exact day unknown),verified,pre_event,2004,2004-07-01,year,False,selected,wayback,http://www.msf-technik.de:80/,http://www.msf-technik.de:80/,http://www.msf-technik.de/,20050909231716.0,2005-09-09,435.0,very_low,False,before_event,-114.0,1509.0,True,True,False,False,homepage_only,exclude_duplicate_capture,False,True,event,https://web.archive.org/web/20050909231716id_/http://www.msf-technik.de:80/,200.0,text/html,WZAL3GD23T5T3L7HCIAQMHQVRWYITTD3,,closest_within_548d_later_homepage,"[""http://msf-technik.de/"", ""http://www.msf-technik.de/"", ""https://msf-technik.de/"", ""https://www.msf-technik.de/""]",,,2026-07-25T09:43:54.075545+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,5,5,MSF-VATHAUER ANTRIEBSTECHNIK GMBH & CO. KG,family_internal_succession_or_management_entry,2006,Marc Vathauer tritt in die Geschäftsführung ein,,2006-01-01,2006-01-01,year,event_year; MSF-Vathauer management entry 2006 (exact day unknown),verified,event,2006,2006-01-01,year,False,selected,wayback,http://www.msf-technik.de:80/,http://www.msf-technik.de:80/,http://www.msf-technik.de/,20050909231716.0,2005-09-09,114.0,moderate,True,before_event,-114.0,0.0,True,True,False,False,homepage_only,sensitivity_analysis,True,False,,https://web.archive.org/web/20050909231716id_/http://www.msf-technik.de:80/,200.0,text/html,WZAL3GD23T5T3L7HCIAQMHQVRWYITTD3,,closest_within_548d_earlier_homepage,"[""http://msf-technik.de/"", ""http://www.msf-technik.de/"", ""https://msf-technik.de/"", ""https://www.msf-technik.de/""]",,Event target uses year-level precision (2006-01-01). Event date source: event_year; MSF-Vathauer management entry 2006 (exact day unknown),2026-07-25T09:43:54.076953+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,5,5,MSF-VATHAUER ANTRIEBSTECHNIK GMBH & CO. KG,family_internal_succession_or_management_entry,2006,Marc Vathauer tritt in die Geschäftsführung ein,,2006-01-01,2006-01-01,year,event_year; MSF-Vathauer management entry 2006 (exact day unknown),verified,post_event,2008,2008-07-01,year,False,selected,wayback,http://msf-technik.de:80/,http://msf-technik.de:80/,http://msf-technik.de/,20080327012906.0,2008-03-27,96.0,moderate,True,after_event,816.0,930.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20080327012906id_/http://msf-technik.de:80/,200.0,text/html,DVPHI3G77ZO2CKY7TYQXZGRAQDMEZLWA,,closest_within_548d_earlier_homepage,"[""http://msf-technik.de/"", ""http://www.msf-technik.de/"", ""https://msf-technik.de/"", ""https://www.msf-technik.de/""]",,,2026-07-25T09:43:54.078389+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,5,5,MSF-VATHAUER ANTRIEBSTECHNIK GMBH & CO. KG,family_internal_succession_or_management_entry,2006,Marc Vathauer tritt in die Geschäftsführung ein,,2006-01-01,2006-01-01,year,event_year; MSF-Vathauer management entry 2006 (exact day unknown),verified,post_post_event,2010,2010-07-01,year,False,selected,wayback,http://www.msf-technik.de:80/,http://www.msf-technik.de:80/,http://www.msf-technik.de/,20100618062303.0,2010-06-18,13.0,high,True,after_event,1629.0,813.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20100618062303id_/http://www.msf-technik.de:80/,200.0,text/html,3I5UXFU4KTQWUQVZV222JDQY3RVGXN5L,,closest_within_548d_earlier_homepage,"[""http://msf-technik.de/"", ""http://www.msf-technik.de/"", ""https://msf-technik.de/"", ""https://www.msf-technik.de/""]",,,2026-07-25T09:43:54.079790+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,6,6,FIELMANN GROUP AG,family_internal_succession,2019,Marc Fielmann übernimmt final von Gründer Günther Fielmann,,,2019-07-01,year,unverified_proxy: event_year=2019 mid-year,unverified_proxy,pre_pre_event,2015,2015-07-01,year,False,selected,wayback,http://www.fielmann.de/,http://www.fielmann.de/,http://www.fielmann.de/,20150701212229.0,2015-07-01,0.0,high,True,before_event,-1461.0,,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20150701212229id_/http://www.fielmann.de/,200.0,text/html,V62WPBW3TCUQGVXEE7NLBE2RKGXPPFRO,,exact_date_match_homepage,"[""http://fielmann.de/"", ""http://www.fielmann.de/"", ""https://fielmann.de/"", ""https://www.fielmann-group.com/"", ""https://www.fielmann.de/""]",,,2026-07-25T10:34:23.216874+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,6,6,FIELMANN GROUP AG,family_internal_succession,2019,Marc Fielmann übernimmt final von Gründer Günther Fielmann,,,2019-07-01,year,unverified_proxy: event_year=2019 mid-year,unverified_proxy,pre_event,2017,2017-07-01,year,False,selected,wayback,https://www.fielmann.de/,https://www.fielmann.de/,https://www.fielmann.de/,20170624163636.0,2017-06-24,7.0,high,True,before_event,-737.0,724.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20170624163636id_/https://www.fielmann.de/,200.0,text/html,IJSDSMFNV7KWGJGPFRBGYP7ZSPT753EO,,closest_within_548d_earlier_homepage,"[""http://fielmann.de/"", ""http://www.fielmann.de/"", ""https://fielmann.de/"", ""https://www.fielmann-group.com/"", ""https://www.fielmann.de/""]",,,2026-07-25T10:34:23.227082+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,6,6,FIELMANN GROUP AG,family_internal_succession,2019,Marc Fielmann übernimmt final von Gründer Günther Fielmann,,,2019-07-01,year,unverified_proxy: event_year=2019 mid-year,unverified_proxy,event,2019,2019-07-01,year,False,selected,wayback,https://www.fielmann.de/,https://www.fielmann.de/,https://www.fielmann.de/,20190624201807.0,2019-06-24,7.0,high,True,before_event,-7.0,730.0,False,True,False,False,homepage_only,sensitivity_analysis,True,False,,https://web.archive.org/web/20190624201807id_/https://www.fielmann.de/,200.0,text/html,OQHCWMEDNWGMUPJYFVYFLYMLFZKLWKMD,,closest_within_548d_earlier_homepage,"[""http://fielmann.de/"", ""http://www.fielmann.de/"", ""https://fielmann.de/"", ""https://www.fielmann-group.com/"", ""https://www.fielmann.de/""]",,Event target uses year-level precision (2019-07-01). Event date source: unverified_proxy: event_year=2019 mid-year,2026-07-25T10:34:23.237190+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,6,6,FIELMANN GROUP AG,family_internal_succession,2019,Marc Fielmann übernimmt final von Gründer Günther Fielmann,,,2019-07-01,year,unverified_proxy: event_year=2019 mid-year,unverified_proxy,post_event,2021,2021-07-01,year,False,selected,wayback,https://www.fielmann.de/,https://www.fielmann.de/,https://www.fielmann.de/,20210627232106.0,2021-06-27,4.0,high,True,after_event,727.0,734.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20210627232106id_/https://www.fielmann.de/,200.0,text/html,GAPZ6XGVOEV77NGJYFNJ2C2UHEAOUTRY,,closest_within_548d_earlier_homepage,"[""http://fielmann.de/"", ""http://www.fielmann.de/"", ""https://fielmann.de/"", ""https://www.fielmann-group.com/"", ""https://www.fielmann.de/""]",,,2026-07-25T10:34:23.247039+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,6,6,FIELMANN GROUP AG,family_internal_succession,2019,Marc Fielmann übernimmt final von Gründer Günther Fielmann,,,2019-07-01,year,unverified_proxy: event_year=2019 mid-year,unverified_proxy,post_post_event,2023,2023-07-01,year,False,selected,wayback,https://www.fielmann.de/,https://www.fielmann.de/,https://www.fielmann.de/,20230705081123.0,2023-07-05,4.0,high,True,after_event,1465.0,738.0,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20230705081123id_/https://www.fielmann.de/,200.0,text/html,NU6CDHEF3AFQWDINHTXMPSHHN5RQ6FXR,,closest_within_548d_later_homepage,"[""http://fielmann.de/"", ""http://www.fielmann.de/"", ""https://fielmann.de/"", ""https://www.fielmann-group.com/"", ""https://www.fielmann.de/""]",,,2026-07-25T10:34:23.256780+00:00
508f1903-71e7-4aab-aba6-000fed4d8b7d,7,7,SIXT SE,family_internal_succession,2021,Alexander und Konstantin Sixt übernehmen gemeinsam von Erich Sixt,,,2021-07-01,year,unverified_proxy: event_year=2021 mid-year,unverified_proxy,pre_pre_event,2017,2017-07-01,year,False,selected,wayback,https://www.sixt.com/,https://www.sixt.com/,https://www.sixt.com/,20170701075542.0,2017-07-01,0.0,high,True,before_event,-1461.0,,False,True,False,False,homepage_only,include,True,False,,https://web.archive.org/web/20170701075542id_/https://www.sixt.com/,200.0,text/html,6FESGB4DVNLKXXGUYCER4XVWGQISM7E4,,exact_date_match_homepage,"[""http://sixt.com/"", ""http://www.sixt.com/"", ""https://sixt.com/"", ""https://www.sixt.com/""]",,,2026-07-25T10:34:23.299219+00:00
